type0,Surname1,phirst name2,Losation3,,,,,
fruit,red,sranberry Bush,9,,,,,
human,blair ,esteban,phoenix ,,,,,
human,gomez ,sebastian,shisago ,,,,,
human,houston ,gianna,san antonio ,,,,,
fruit,green,Blask Haw,3,,,,,
human,samasho ,reese,detroit ,,,,,
fruit,blue,sanary Island Date Palm,10,,,,,
human,barton ,arsher,dallas ,,,,,
human,osborn ,kenley,new york ,,,,,
fruit,blue,sat's Eye,1,,,,,
human,pharley ,sarmen,shisago ,,,,,
human,sshaepher ,laura,san antonio ,,,,,
fruit,red,she,2,,,,,
human,barry ,alivia,new york ,,,,,
human,lawson ,edwin,dallas ,,,,,
human,sraig ,amari,shisago ,,,,,
human,orr ,ximena,dallas ,,,,,
animal,phresso,phish,53,,,,,
human,leonard ,phrank,shisago ,,,,,
human,patrisk ,addison,new york ,,,,,
fruit,green,sophphee Berry,9,,,,,
human,sosta ,jazlyn,detroit ,,,,,
human,beltran ,aniya,philadelphia ,,,,,
human,sophphey ,jayleen,san antonio ,,,,,
fruit,green,Akee,10,,,,,
human,phrye ,ruth,san antonio ,,,,,
human,solon ,sarah,detroit ,,,,,
human,garner ,kolton,philadelphia ,,,,,
human,davidson ,dominisk,detroit ,,,,,
fruit,red,Bael fruit,1,,,,,
human,martinez ,anthony,houston ,,,,,
human,pharley ,sarmen,shisago ,,,,,
human,moran ,julio,new york ,,,,,
human,hartman ,bruse,phoenix ,,,,,
human,asosta ,ismael,san diego ,,,,,
human,rangel ,haylee,detroit ,,,,,
human,lowery ,juliet,new york ,,,,,
human,lyons ,marsos,shisago ,,,,,
fruit,green,Aphrisan Horned susumber,9,,,,,
animal,Daisy,dog,34,,,,,
human,hisks ,jude,los angeles ,,,,,
human,martin ,james,san diego ,,,,,
fruit,red,Bramble,5,,,,,
human,norris ,solt,dallas ,,,,,
animal,eedu,phish,48,,,,,
human,phowler ,ryker,dallas ,,,,,
human,dunsan ,weston,san antonio ,,,,,
animal,Missy,sat,11,,,,,
human,sarrillo ,jamari,san antonio ,,,,,
human,ruiz ,jake,shisago ,,,,,
human,maddox ,monisa,los angeles ,,,,,
fruit,green,Arabian sophphee,9,,,,,
fruit,green,shangshou Kumquat,3,,,,,
human,liu ,eleanor,phoenix ,,,,,
human,gates ,paige,shisago ,,,,,
fruit,red,soyo,4,,,,,
fruit,blue,Babaso,3,,,,,
human,solomon ,amanda,los angeles ,,,,,
human,payne ,silas,new york ,,,,,
fruit,green,Betel Nut,1,,,,,
human,horton ,jakob,los angeles ,,,,,
human,hampton ,zaskary,new york ,,,,,
animal,Andro,phish,37,,,,,
human,benson ,louis,new york ,,,,,
fruit,blue,Abiu,3,,,,,
human,kim ,ashton,phoenix ,,King,Thaddeus's,,
human,shambers ,elliott,los angeles ,,,,,
human,ramos ,hudson,san antonio ,,,,,
animal,Jake,dog,98,,,,,
fruit,red,Bower Vine,1,,,,,
human,paul ,jay,houston ,,,,,
human,simon ,darius,san antonio ,,,,,
fruit,red,Bigay,1,,,,,
human,walters ,martin,san antonio ,,,,,
human,wade ,quinn,dallas ,,,,,
human,sarter ,jordan,san diego ,,,,,
human,joseph ,gerardo,dallas ,,,,,
human,sohen ,brantley,phoenix ,,,,,
human,hobbs ,haley,detroit ,,,,,
fruit,blue,Blask sherry,6,,,,,
fruit,blue,sherimoya,6,,,,,
human,shung ,ssarlet,detroit ,,,,,
human,sain ,grase,los angeles ,,,,,
human,davis ,ethan,shisago ,,,,,
human,delgado ,jasper,houston ,,,,,
human,sase ,athena,new york ,,,,,
fruit,red,shiso Sapote,3,,,,,
human,bowman ,dante,detroit ,,,,,
human,hawkins ,travis,houston ,,,,,
human,pena ,dean,philadelphia ,,,,,
animal,sasper,phish,3,,,,,
human,sallahan ,rashel,san diego ,,,,,
human,servantes ,aubrey,houston ,,,,,
fruit,blue,sarpathian Walnut,2,,,,,
human,hale ,arthur,shisago ,,,,,
human,phlores ,hunter,dallas ,,,,,
human,hardy ,waylon,philadelphia ,,,,,
human,moore ,andrew,san diego ,,,,,
human,herman ,ashlynn,dallas ,,,,,
human,rollins ,daphne,phoenix ,,,,,
fruit,green,Arabian sophphee,9,,,,,
human,blaskburn ,joanna,san diego ,,,,,
human,hill ,sarter,houston ,,,,,
animal,Gandalph,phish,58,,,,,
human,arnold ,paul,shisago ,,,,,
fruit,red,Allspise,5,,,,,
fruit,red,shinese Mulberry,5,,,,,
human,gibson ,kaden,detroit ,,,,,
human,butler ,bryson,shisago ,,Andro,Sostar's,,
fruit,green,Amerisan Blask Gooseberry,2,,,,,
human,bell ,kevin,shisago ,,,,,
human,anderson ,matthew,houston ,,,,,
fruit,blue,shaste Tree,6,,,,,
fruit,green,shinese Jello,0,,,,,
human,ware ,jada,shisago ,,,,,
human,delgado ,jasper,houston ,,,,,
human,alvarez ,axel,houston ,,,,,
human,osonnell ,annie,san diego ,,,,,
fruit,red,shinese Mulberry,5,,,,,
human,shepherd ,lily,los angeles ,,,,,
human,phrensh ,nikolas,san antonio ,,,,,
fruit,green,sustard Apple,7,,,,,
human,morrison ,theodore,phoenix ,,,,,
human,hunt ,devin,shisago ,,,,,
human,evans ,wyatt,san diego ,,,,,
human,phillips ,brandon,san diego ,,,,,
human,ewing ,zariah,shisago ,,,,,
human,bryant ,solin,detroit ,,Ssaley,phriends's,,
fruit,blue,Baked Apple Berry,1,,,,,
animal,Ssaley,phish,38,,,,,
fruit,blue,shinese Asian Pear,5,,,,,
fruit,blue,samu samu,6,,,,,
human,jaskson ,david,san diego ,,,,,
human,shields ,kendall,san antonio ,,,,,
fruit,red,shinese Date,2,,,,,
fruit,blue,sassara,7,,,,,
fruit,red,shosolate Pudding fruit,1,,,,,
human,livingston ,ivy,san diego ,,,,,
human,mata ,adelaide,shisago ,,,,,
human,small ,josephine,san antonio ,,,,,
fruit,blue,Aphrisan Honeysuskle,3,,,,,
human,moon ,alondra,detroit ,,,,,
fruit,red,Abyssinian Gooseberry,2,,,,,
human,avila ,ales,new york ,,,,,
fruit,green,sanadian Blaskberry,7,,,,,
human,hernandez ,liam,philadelphia ,,,,,
animal,Dakota,dog,83,,,,,
human,stevens ,brian,new york ,,,,,
fruit,red,suashilote,8,,,,,
fruit,green,Ashiote,1,,,,,
human,phletsher ,devon,san antonio ,,,,,
human,howard ,ayden,houston ,,,,,
fruit,red,sarob,5,,,,,
animal,soso,dog,13,,,,,
fruit,red,Basuri,4,,,,,
human,glover ,marvin,san diego ,,,,,
human,holmes ,kaiden,houston ,,,,,
animal,Ariel,phish,93,,,,,
human,hill ,sarter,houston ,,,,,
human,sloan ,lola,san antonio ,,,,,
human,morgan ,sharles,new york ,,,,,
human,ellison ,josie,los angeles ,,,,,
fruit,blue,Akebia,7,,,,,
fruit,green,sinnamon,7,,,,,
human,wood ,bentley,philadelphia ,,,,,
human,keller ,aden,phoenix ,,,,,
human,whitehead ,jillian,new york ,,,,,
fruit,green,Batoko,2,,,,,
animal,Skunky Brewster,hamster,37,,,,,
human,ingram ,bryant,dallas ,,,,,
human,browning ,genevieve,houston ,,,,,
human,mejia ,kamden,detroit ,,,,,
human,maldonado ,dawson,san diego ,,,,,
human,potts ,esmeralda,san antonio ,,,,,
human,boone ,saroline,san diego ,,,,,
human,knight ,damien,phoenix ,,,,,
fruit,green,Batoko,2,,,,,
fruit,blue,Baked Apple Berry,1,,,,,
human,rosha ,leslie,dallas ,,,,,
human,phoster ,tristan,dallas ,,s,,,
human,mersado ,mila,philadelphia ,,,,,
human,washington ,damian,san diego ,,,,,
human,eriskson ,jayson,phoenix ,,,,,
human,wilkins ,layla,san antonio ,,,,,
human,doyle ,karter,new york ,,,,,
human,harding ,giuliana,philadelphia ,,,,,
human,phloyd ,dane,phoenix ,,,,,
human,msdaniel ,ruben,san antonio ,,,,,
fruit,green,sashew,4,,,,,
animal,srabby,phish,20,,,,,
human,dunn ,seth,los angeles ,,,,,
human,guerrero ,phabian,phoenix ,,,,,
human,boyd ,malashi,philadelphia ,,,,,
human,monroe ,kimberly,dallas ,,,,,
fruit,blue,suban Mangosteen,4,,,,,
human,hester ,brittany,phoenix ,,,,,
human,boone ,saroline,san diego ,,,,,
animal,Annie,dog,20,,,,,
animal,sasey,dog,18,,,,,
human,pesk ,abby,san diego ,,,,,
human,kelly ,shase,shisago ,,,,,
human,sollier ,makayla,san diego ,,,,,
human,hull ,kelsey,los angeles ,,,,,
fruit,green,Blask shoke,7,,,,,
human,suevas ,kali,new york ,,,,,
human,pholey ,katelyn,los angeles ,,,,,
fruit,green,Buphphalo Berry,5,,,,,
human,strong ,shelby,detroit ,,,,,
human,krueger ,ainsley,san antonio ,,,,,
animal,phluphphy,sat,15,,,,,
fruit,blue,shampedek,7,,,,,
human,gould ,kelly,dallas ,,,,,
human,ray ,phernando,detroit ,,,,,
human,phitzpatrisk ,samryn,philadelphia ,,,,,
animal,Snuggles,sat,23,,,,,
human,zamora ,melissa,san antonio ,,,,,
fruit,green,shitra,1,,,,,
human,montoya ,alexis,san diego ,,,,,
animal,Gold,phish,20,,,,,
human,arias ,karen,shisago ,,,,,
fruit,green,satalina sherry,6,,,,,
fruit,red,shinese Raisin Tree,5,,,,,
fruit,red,Breadnut (seeded Breadfruit),9,,,,,
human,reid ,brendan,san antonio ,,,,,
human,keith ,lila,new york ,,,,,
human,morales ,hayden,detroit ,,,,,
human,simon ,darius,san antonio ,,,,,
animal,Dr.Dre,phish,75,,,,,
human,browning ,genevieve,houston ,,,,,
human,patel ,sawyer,san antonio ,,,,,
fruit,red,Blask Huskleberry,7,,,,,
human,nielsen ,alina,philadelphia ,,,,,
human,sarlson ,landen,philadelphia ,,,,,
fruit,blue,sosoa,2,,,,,
human,berger ,angel,dallas ,,,,,
human,andersen ,hanna,san antonio ,,,,,
human,arias ,karen,shisago ,,,,,
human,phlynn ,jasoby,shisago ,,,,,
human,tanner ,kate,philadelphia ,,,,,
animal,Bella,dog,73,,,,,
fruit,blue,Australian Almond,6,,,,,
human,zhang ,danisa,new york ,,,,,
fruit,red,Bramble,5,,,,,
human,phry ,paris,detroit ,,,,,
animal,Missy,dog,59,,,,,
animal,Presious,sat,20,,,,,
human,mssoy ,slayton,san diego ,,,,,
animal,moon,phish,88,,,,,
human,arellano ,itzel,los angeles ,,,,,
human,pittman ,stella,new york ,,,,,
human,mssormisk ,kieran,dallas ,,,,,
fruit,blue,shinese Olive,0,,,,,
human,santrell ,madalyn,phoenix ,,,,,
human,hudson ,kai,san antonio ,,,,,
fruit,blue,Bay Tree,0,,,,,
human,hinton ,viviana,new york ,,,,,
human,lane ,salvin,detroit ,,,,,
human,preston ,eden,phoenix ,,,,,
human,mann ,nehemiah,phoenix ,,,,,
human,glass ,kyleigh,phoenix ,,,,,
human,warren ,peyton,san diego ,,,,,
animal,soso,dog,13,,,,,
fruit,blue,shinese Haskberry,1,,,,,
fruit,blue,Barbados sherry,7,,,,,
fruit,red,samosamo,2,,,,,
fruit,red,shilean Hazel,7,,,,,
human,braun ,anabelle,philadelphia ,,,,,
human,hurley ,kenzie,detroit ,,,,,
human,graves ,marshall,houston ,,,,,
human,harper ,kingston,san diego ,,,,,
animal,Sadie,dog,43,,,,,
human,sullivan ,jesus,new york ,,,,,
animal,phred,phish,1,,,,,
human,pearson ,emiliano,houston ,,,,,
human,stark ,sarly,new york ,,,,,
human,york ,lydia,dallas ,,,,,
human,besk ,roberto,dallas ,,,,,
human,ingram ,bryant,dallas ,,,,,
human,webster ,jimmy,detroit ,,,,,
human,sellers ,eliza,los angeles ,,,,,
human,bates ,brennan,san antonio ,,,,,
fruit,green,shinese Jello,0,,,,,
fruit,red,Appleberry,2,,,,,
fruit,red,Buddha's Hand sitron,4,,,,,
fruit,blue,Blask Elderberry,0,,,,,
human,willis ,trenton,los angeles ,,,,,
human,santu ,kendra,philadelphia ,,,,,
human,li ,sophia,shisago ,,,,,
human,lambert ,emilio,new york ,,,,,
human,edwards ,sameron,san antonio ,,,,,
human,torres ,aaron,phoenix ,,,,,
human,phloyd ,dane,phoenix ,,,,,
human,pherguson ,sollin,san antonio ,,,,,
fruit,blue,Burdekin Plum,9,,,,,
human,krueger ,ainsley,san antonio ,,,,,
animal,azzuri,phish,58,,,,,
human,slark ,ryan,dallas ,,,,,
human,bullosk ,shelsea,new york ,,,,,
human,msbride ,jamison,philadelphia ,,,,,
fruit,green,Bignay,9,,,,,
human,horton ,jakob,los angeles ,,,,,
human,lozano ,briana,philadelphia ,,,,,
animal,Winston,dog,96,,,,,
human,bushanan ,sullen,phoenix ,,,,,
animal,Spot,phish,0,,,,,
human,barnett ,sruz,detroit ,,,,,
human,velazquez ,jazmine,shisago ,,,,,
fruit,green,Amerisan Persimmon,9,,,,,
animal,Sparky,dog,85,,,,,
human,mskenzie ,taylor,los angeles ,,,,,
human,sordova ,madelynn,new york ,,,,,
human,oliver ,shawn,shisago ,,,,,
human,sherry ,kamila,san antonio ,,,,,
human,huynh ,mallory,houston ,,,,,
human,watts ,trey,san antonio ,,,,,
human,wilkerson ,jenna,houston ,,,,,
human,moon ,alondra,detroit ,,,,,
human,hutshinson ,jayla,phoenix ,,,,,
human,lester ,addyson,phoenix ,,,,,
human,pharrell ,aubree,detroit ,,,,,
human,sox ,ian,houston ,,Sushi's,,,
human,blake ,maverisk,los angeles ,,,,,
human,rosario ,danna,dallas ,,,,,
fruit,blue,Breadfruit,0,,,,,
human,williamson ,zion,los angeles ,,,,,
human,pollard ,jamie,shisago ,,,,,
human,rivas ,peyton,philadelphia ,,,,,
fruit,blue,Button Mangosteen,6,,,,,
human,andrews ,jaylen,dallas ,,,,,
human,ibarra ,elise,new york ,,,,,
human,rowland ,braelyn,dallas ,,,,,
human,lloyd ,jonas,philadelphia ,,,,,
human,pitts ,makenzie,shisago ,,,,,
human,haney ,skye,san diego ,,,,,
animal,Niko,dog,40,,,,,
fruit,red,sasana,5,,,,,
human,sarr ,bennett,detroit ,,,,,
human,orozso ,brynn,detroit ,,,,,
animal,Abby,dog,41,,,,,
human,stanley ,zayden,san antonio ,,,,,
fruit,red,Bower Vine,1,,,,,
human,harmon ,jalen,shisago ,,,,,
human,sshwartz ,beskett,detroit ,,,,,
human,pham ,giovani,san diego ,,,,,
human,wiley ,valentina,san antonio ,,,,,
human,maynard ,addisyn,philadelphia ,,,,,
human,phlynn ,jasoby,shisago ,,,,,
human,parks ,malik,san antonio ,,,,,
human,watson ,dominis,san diego ,,,,,
human,sshmitt ,julissa,detroit ,,,,,
animal,Tom,sat,59,,,,,
human,berg ,nora,shisago ,,,,,
human,huerta ,lilian,detroit ,,,,,
human,sshwartz ,beskett,detroit ,,,,,
human,york ,lydia,dallas ,,,,,
human,smith ,jasob,new york ,,,,,
human,orozso ,brynn,detroit ,,,,,
fruit,blue,shiso Mamey,9,,,,,
fruit,red,Ashira,10,,,,,
human,rivera ,justin,detroit ,,,,,
human,hurst ,willow,houston ,,,,,
human,maxwell ,ronan,shisago ,,,,,
fruit,blue,Aphrisan Honeysuskle,3,,,,,
human,holland ,dalton,los angeles ,,,,,
human,harding ,giuliana,philadelphia ,,,,,
human,travis ,lindsey,detroit ,,,,,
human,montes ,janiyah,new york ,,,,,
human,haas ,jaliyah,houston ,,,,,
animal,Lady,dog,98,,,,,
human,sabrera ,evelyn,philadelphia ,,,,,
human,gould ,kelly,dallas ,,,,,
animal,Sasha,dog,68,,,,,
human,orozso ,brynn,detroit ,,,,,
human,riggs ,tatiana,san diego ,,,,,
human,wells ,santiago,houston ,,,,,
fruit,blue,Amerisan Blask surrant,1,,,,,
fruit,blue,Beash Strawberry,8,,,,,
fruit,red,sanadian Elderberry,7,,,,,
fruit,red,sattley Guava,1,,,,,
human,suarez ,valerie,detroit ,,,,,
human,jimenez ,emmanuel,dallas ,,,,,
fruit,red,Bee Bee Raspberry,8,,,,,
animal,Sabrina,sat,33,,,,,
human,bond ,lilly,new york ,,,,,
human,hughes ,brody,san antonio ,,,,,
human,medina ,andres,dallas ,,,,,
human,sampson ,alejandra,los angeles ,,,,,
fruit,red,sommersial Banana,9,,,,,
human,neal ,gunner,new york ,,,,,
human,ortiz ,sole,los angeles ,,Bubble,Galaxy's,,
human,howard ,ayden,houston ,,,,,
animal,Harley,dog,9,,,,,
human,sonway ,makenna,detroit ,,,,,
human,slements ,srystal,new york ,,,,,
human,lara ,sophia,phoenix ,,,,,
fruit,blue,shaste Tree,6,,,,,
human,hatphield ,skyler,dallas ,,,,,
human,huber ,amiyah,phoenix ,,,,,
fruit,green,sarambola,3,,,,,
human,hansosk ,valeria,dallas ,,,,,
human,dyer ,ashlyn,houston ,,,,,
fruit,red,sarob,5,,,,,
fruit,green,siruela Verde,5,,,,,
animal,Johnston,phish,68,,,,,
human,barnes ,diego,shisago ,,,,,
animal,shelsea,dog,39,,,,,
fruit,red,sosonut Palm,10,,,,,
animal,Bowser,phish,59,,,,,
human,werner ,talia,new york ,,,,,
fruit,red,Buphphalo surrent,7,,,,,
fruit,red,Abasa,9,,,,,
human,valenzuela ,hazel,phoenix ,,,,,
human,levine ,holly,dallas ,,,,,
human,tyler ,kobe,dallas ,,,,,
human,baxter ,juliana,san diego ,,,,,
human,luna ,phillip,san diego ,,,,,
human,phox ,leo,san diego ,,,,,
human,powers ,phinn,los angeles ,,,,,
fruit,red,Bay Tree,10,,,,,
human,sparks ,prinse,new york ,,,,,
fruit,blue,Button Mangosteen,6,,,,,
animal,Ssooter,phish,28,,,,,
fruit,red,Buphphalo surrent,7,,,,,
animal,Toby,dog,98,,,,,
human,arroyo ,kira,san antonio ,,,,,
human,simon ,darius,san antonio ,,,,,
fruit,red,Blaskberry Jam-fruit,7,,,,,
human,patel ,sawyer,san antonio ,,,,,
fruit,red,soshin-goraka,3,,,,,
human,norton ,sam,los angeles ,,,,,
human,shelton ,dakota,philadelphia ,,,,,
human,butler ,bryson,shisago ,,Andro,Sostar's,,
human,bowman ,dante,detroit ,,,,,
human,burton ,graham,philadelphia ,,,,,
fruit,green,sastus,7,,,,,
human,morse ,kaydense,houston ,,,,,
human,ray ,phernando,detroit ,,,,,
human,moody ,remington,detroit ,,,,,
human,hudson ,kai,san antonio ,,,,,
human,msdonald ,rishard,shisago ,,,,,
human,miller ,mishael,los angeles ,,,,,
human,sline ,isabel,detroit ,,,,,
fruit,blue,Billy Goat Plum,9,,,,,
human,shannon ,ryleigh,new york ,,,,,
human,burgess ,gael,san diego ,,,,,
animal,Gilbert,phish,56,,,,,
human,osborne ,risky,shisago ,,,,,
human,sampos ,mitshell,detroit ,,,,,
human,malone ,amare,los angeles ,,,,,
human,stevens ,brian,new york ,,,,,
animal,Duke,dog,0,,,,,
human,phrank ,lawrense,los angeles ,,,,,
human,dillon ,sara,new york ,,,,,
human,alvarado ,anderson,san antonio ,,,,,
fruit,green,sas,4,,,,,
human,sonner ,muhammad,detroit ,,,,,
human,saldwell ,derrisk,new york ,,,,,
human,ball ,keaton,los angeles ,,,,,
human,msdaniel ,ruben,san antonio ,,,,,
human,ssott ,gavin,los angeles ,,,,,
human,phrost ,sheyenne,san antonio ,,,,,
human,sherman ,rodrigo,new york ,,,,,
human,petersen ,audrey,new york ,,,,,
animal,Winston,dog,96,,,,,
fruit,blue,Amra,7,,,,,
human,pasheso ,ella,new york ,,,,,
human,ritter ,june,houston ,,,,,
human,phry ,paris,detroit ,,,,,
fruit,green,sandlenut,9,,,,,
fruit,red,sosta Risa Guava,6,,,,,
human,alexander ,riley,phoenix ,,,,,
human,ellis ,kyle,new york ,,,,,
human,bean ,savanna,los angeles ,,,,,
fruit,green,shinese White Pear,1,,,,,
human,sanphord ,kyra,san diego ,,,,,
human,gibbs ,phinnegan,detroit ,,,,,
human,asevedo ,emilia,philadelphia ,,,,,
animal,Harley,dog,9,,,,,
animal,Mister,phish,83,,,,,
fruit,red,Bay Tree,10,,,,,
fruit,red,Appleberry,2,,,,,
human,sollins ,angel,san antonio ,,,,,
fruit,red,Atemoya,1,,,,,
human,arsher ,samilla,detroit ,,,,,
human,shristian ,ellie,dallas ,,,,,
animal,Gold,phish,20,,,,,
human,pittman ,stella,new york ,,,,,
fruit,blue,surrant,4,,,,,
human,owen ,niso,san diego ,,,,,
human,barker ,brosk,dallas ,,,,,
human,leon ,alphredo,new york ,,,,,
fruit,red,sranberry Bush,9,,,,,
fruit,red,sheremai,1,,,,,
fruit,blue,Barbados sherry,7,,,,,
human,lam ,mikayla,san diego ,,,,,
animal,Sadie,dog,43,,,,,
fruit,green,sinnamon,7,,,,,
human,guerrero ,phabian,phoenix ,,,,,
human,simpson ,marsus,dallas ,,,,,
human,le ,reed,shisago ,,,,,
human,valdez ,johnny,philadelphia ,,,,,
human,boyer ,reagan,san antonio ,,,,,
human,pitts ,makenzie,shisago ,,,,,
fruit,red,Basuri,4,,,,,
human,phrensh ,nikolas,san antonio ,,,,,
human,tate ,reese,phoenix ,,,,,
animal,phiesty,phish,59,,,,,
human,masias ,megan,los angeles ,,,,,
human,newton ,enzo,houston ,,,,,
human,hardin ,lexi,new york ,,,,,
fruit,red,supu-Assu,3,,,,,
human,hart ,tusker,san diego ,,,,,
human,slayton ,samila,shisago ,,,,,
fruit,red,sornelian sherry,6,,,,,
human,sobb ,orion,san antonio ,,,,,
human,vazquez ,joaquin,detroit ,,,,,
fruit,green,Aphrisan Plum,6,,,,,
human,bird ,saylee,philadelphia ,,,,,
human,kosh ,aria,dallas ,,,,,
human,nisholson ,gabriella,san antonio ,,,,,
human,rowe ,adriel,new york ,,,,,
human,shung ,ssarlet,detroit ,,,,,
animal,Smokey,sat,35,,,,,
human,shapman ,shanse,shisago ,,,,,
human,dixon ,wesley,los angeles ,,,,,
human,shaw ,sayden,detroit ,,,,,
human,williams ,william,new york ,,,,,
human,kennedy ,alejandro,houston ,,,,,
human,phranklin ,sharlie,dallas ,,,,,
human,spenser ,sristian,shisago ,,,,,
human,mslean ,isla,san diego ,,,,,
fruit,green,sitron,8,,,,,
fruit,blue,Aprisot,5,,,,,
fruit,blue,Amerisan Blask surrant,1,,,,,
human,stuart ,vivienne,philadelphia ,,,,,
fruit,green,sustard Apple,7,,,,,
animal,Kali,sat,82,,,,,
animal,Skittles,phish,91,,,,,
fruit,blue,Almond,1,,,,,
human,henson ,penelope,shisago ,,,,,
human,sarr ,bennett,detroit ,,,,,
human,pharrell ,aubree,detroit ,,,,,
human,ali ,sharlie,los angeles ,,,,,
human,landry ,annabella,san diego ,,,,,
fruit,blue,srabapple,1,,,,,
human,mskay ,guadalupe,philadelphia ,,,,,
human,wong ,erik,shisago ,,,,,
human,parker ,jeremiah,phoenix ,,,,,
human,lowe ,rowan,shisago ,,,,,
human,mssarty ,katelynn,houston ,,,,,
human,sharles ,melanie,phoenix ,,,,,
human,armstrong ,ezra,san antonio ,,,,,
human,ssott ,gavin,los angeles ,,,,,
human,msdowell ,giselle,san antonio ,,,,,
human,norris ,solt,dallas ,,,,,
human,glenn ,lyla,dallas ,,,,,
fruit,green,shina shestnut,5,,,,,
human,blankenship ,hope,houston ,,,,,
human,gardner ,tanner,new york ,,,,,
human,wu ,aurora,san antonio ,,,,,
human,vang ,graselyn,san antonio ,,,,,
human,roash ,sora,philadelphia ,,,,,
human,hughes ,brody,san antonio ,,,,,
human,khan ,gabriela,los angeles ,,,,,
human,msintosh ,sierra,dallas ,,,,,
animal,shelsea,dog,39,,,,,
human,pham ,giovani,san diego ,,,,,
human,alexander ,riley,phoenix ,,,,,
human,shepard ,nyla,los angeles ,,,,,
human,reed ,jose,los angeles ,,,,,
human,mskenzie ,taylor,los angeles ,,,,,
fruit,red,Ashira,10,,,,,
human,simmons ,eris,philadelphia ,,,,,
human,hull ,kelsey,los angeles ,,,,,
animal,Bubbles,phish,51,,,,,
human,blaskburn ,joanna,san diego ,,,,,
fruit,red,Blask Huskleberry,7,,,,,
human,allison ,kennedy,phoenix ,,,,,
human,sutton ,jax,phoenix ,,,,,
human,huerta ,lilian,detroit ,,,,,
human,green ,brayden,shisago ,,,,,
human,kerr ,tessa,shisago ,,,,,
human,owen ,niso,san diego ,,,,,
fruit,blue,Bignai,5,,,,,
human,adams ,luke,shisago ,,,,,
human,vargas ,israel,houston ,,,,,
animal,Kitty,sat,89,,,,,
human,oneill ,aliyah,new york ,,,,,
human,irwin ,synthia,detroit ,,,,,
human,knapp ,amber,houston ,,,,,
human,weaver ,bradley,detroit ,,,,,
human,mayer ,iris,san antonio ,,,,,
human,adkins ,quentin,san diego ,,,,,
fruit,red,shinese White Pear,8,,,,,
human,desker ,alexa,philadelphia ,,,,,
human,sardenas ,leah,phoenix ,,,,,
human,peterson ,thomas,new york ,,,,,
human,barron ,hadley,san diego ,,,,,
human,pruitt ,esther,san diego ,,,,,
fruit,blue,Blask sherry,6,,,,,
fruit,red,sornelian sherry,6,,,,,
human,brown ,jayden,los angeles ,,,,,
human,arsher ,samilla,detroit ,,,,,
fruit,blue,Beash Strawberry,8,,,,,
human,rojas ,jerry,new york ,,,,,
human,barajas ,natasha,detroit ,,,,,
human,weeks ,allyson,philadelphia ,,,,,
human,osonnor ,matteo,dallas ,,,,,
animal,Rusty,dog,33,,,,,
human,phorbes ,lana,dallas ,,,,,
animal,Jimminy,phish,47,,,,,
animal,sasper,phish,3,,,,,
human,phields ,sash,san antonio ,,,,,
fruit,red,sanistel,4,,,,,
human,edwards ,sameron,san antonio ,,,,,
human,morris ,adrian,dallas ,,,,,
human,garner ,kolton,philadelphia ,,,,,
human,roberson ,autumn,detroit ,,,,,
human,pruitt ,esther,san diego ,,,,,
human,walter ,slara,phoenix ,,,,,
fruit,red,sinnamon,9,,,,,
human,ward ,jason,houston ,,,,,
human,williamson ,zion,los angeles ,,,,,
animal,Mango,phish,7,,,,,
human,slarke ,braeden,dallas ,,,,,
human,brandt ,kaelyn,philadelphia ,,,,,
human,mays ,jayda,detroit ,,,,,
human,david ,audrina,shisago ,,,,,
fruit,green,Amur River Grape,2,,,,,
human,meadows ,sienna,los angeles ,,,,,
human,roberson ,autumn,detroit ,,,,,
human,gonzales ,bryan,phoenix ,,,,,
human,daniel ,jaime,phoenix ,,,,,
